name,date,year,director,prod,composer,cast_mem
Ram Asur,November,2021,Triparna Venkatesh,"ASP Media house, Gv Ideas",,"Sherry Agarwal, Dishanth, Abhichandra Jella, Ram Karthik, Sai Krishna, Prem Kumar, Shani Salmon, Abhinav Sardhar, Sreekar, Subhalekha Sudhakar"
Cauliflower,November,2021,R.K. Malineni,"Madhusudhana Creations, Radhakrishna Talkies",Prajwal Krish,"Sampoornesh Babu, Ramandeep Kaur, Naga Mahesh, Posani Krishna Murali, Shining Phani, Gautham Raju, Vasanthi"
Manchi Rojulochaie,November,2021,Maruthi Dasari,"Mass Movie Makers, UV Concepts, V Celluloid",Anup Rubens,"Harsha Chemudu, Ajay Ghosh, Srikanth Iyengar, Vennela Kishore, Mehreen Pirzada, Praveen, Satyam Rajesh, Rajitha, Busstop Koteshwara Rao, Srinivasa Reddy"
Mr. X,November,2021,Jubair,,,
Ooriki Uttharana,November,2021,"Satish Paramvedha, Sateesh Paramveda",Eagle Eye Entertainments,Bheems Ceciroleo,"Chakrapani Ananda, Ankith Koyya, Vanaparthi Naren, Ramaraju, Dipali Sharma"
Savitri W/o Satyamurthy,November,2021,Chaithanya Konda,,,
Corporator,November,2021,Shiva Sharwani,,M.L.P. Raja,"Shakalaka Shankar, Kasturi, Balucharan, Sunitha Pandey, Laavanya Sharma, Sri Krishna Gorle, Sameerdatta"
Street Light,November,2021,Viswa,Movie Maxx,,
Kapata Nataka Sutradhari,November,2021,Kranthi Saina,,,"Vijay Shankar, Sampath, Chandu, Sunitha, Ameeksha, BabaAahil, Aravind, Indu, Bhanu Chander, Viajy"
Athadevadu,November,2021,Venkat Reddy Nandi,Thota Creations,,
Dhamki,November,2021,Aenuganti,,Subhash Anand,"Rajith CR, Trishala Shah, Sravan, Prudhviraj, Srinivas Reddy, Bitthiri Sathi, Ajay"
Shatagni - The Movie,November,2021,Lv Siva,,Harsha Prawin,"Abhiram Dasari, Abhiram Reddy Dasari, Swathi Mandal, Swathi Mondal, Subba Rao Vepada"
Bhagat Singh Nagar,November,2021,Valaja Kranthi,,Prabhakar Dammugari,"Vidharth Valaja, Munichandra, Ravi Prakash, Druvika"
Pushpa: The Rise - Part 1,December,2021,Sukumar,"Mythri Movie Makers, Muttamsetty Media",Devi Sri Prasad,"Allu Arjun, Fahadh Faasil, Rashmika Mandanna, Jagadeesh Prathap Bandari, Sunil, Rao Ramesh, Dhananjaya, Anasuya Bharadwaj, Ajay, Ajay Ghosh"
Shyam Singha Roy,December,2021,Rahul Sankrityan,"Niharika Entertainment, B4U Motion Pictures",Mickey J. Meyer,"Nani, Sai Pallavi, Krithi Shetty, Madonna Sebastian, Murli Sharma, Jisshu Sengupta, Rahul Ravindran, Abhinav Gomatam, Manish Wadhwa, Leela Samson"
Guduputani,December,2021,K.M. Kumar,,Vidya Pratap,"Sapthagiri, Neha Solanki, Raghu Kunche, Raghu Kumar Karumanchi, Vinni Mobstaz"
Akhanda,December,2021,Boyapati Srinu,Dwaraka Creations,S. Thaman,"Nandamuri Balakrishna, Pragya Jaiswal, Jagapathi Babu, Meka Srikanth, Avinash, Chammak Chandra, Viji Chandrashekhar, Baby Deshna Javaji, Shiva Karthik, Shamna Kasim"
Lakshya,December,2021,Santhossh Jagarlapudi,"Northstar Entertainment, Sree Venkateswara Cinemas",Kaala Bhairava,"Naga Shaurya, Ketika Sharma, Jagapathi Babu, Sachin Khedekar, Gopal Krishna Akella, Ravi Prakash, Satya"
Ms. Preethi,December,2021,Harikumar Devarapalli,Dimension Pictures,Harsha Prawin,"Abhilash Bandari, Sonakshi Verma, Darbha Appaji Ambarisha, Divya Dicholkar, RojaBharathi"
Back Door,December,2021,Balaji K,Orchild Film Studios Banner,,
Nayeem Diaries,December,2021,Daamubalaji,Sri Lakshmi Narasimha Enterprises,Prabhakar Arun,"Rajsekhar Aningi, Jayanth Kumar, Sasi Kumar, Bahubali Nikhil, Samyuktha, Yagna Shetty, Vasishta N. Simha, Divi Vadthya"
WWW,December,2021,K.V. Guhan,,Simon K. King,"Sandeep Bharadwaj, Viva Harsha, Riyaz Khan, Priyadarshi Pulikonda, Shivani Rajashekar, Satyam Rajesh, Vennela Rama Rao, Divya Sripada, Thrigun"
Gamanam,December,2021,Sujana Rao,"Kali Productions, Kria Film",Ilaiyaraaja,"Agastya, Palak Aggarwal, Alakananda, Charu Haasan, Hemaani, Priyanka Jawalkar, Shiva Kandukuri, Meka Rama Krishna, Kakinada Laxmi, T. Manu"
Maa Oori Polimera,December,2021,Anil Viswanath,Aacharya Cinemas,Gyaani,"Satyam Rajesh, Baladitya, Getup Srinu, Kamakshi Bhaskarla, Sahithi Dasari, Rajsekhar Aningi, Chandriah, Dmk, Ishiqa, Vamshi Kashyap"
Arjuna Phalguna,December,2021,Teja Marni,Matinee Entertainments,Priyadarshan Balasubramanian,"Mahesh Achanta, Amritha Aiyer, Chaitanya Garikipati, Rajkumar Kasireddy, V.K. Naresh, Devi Prasad, Sivaji Raja, Dayanand Reddy, Subbaraju, Sree Vishnu"
Senapathi,December,2021,Pavan Sadineni,Gold Box Entertainment,Shravan,"Naresh Agastya, Nalla Sreedhar Reddy Gabbar, Rajendra Prasad, Pavani Reddy, Sudhakar Reddy, Satish Saripalli, Harsha Vardhan"
Sunday Special,2021,2021,Anoop Chakravarthy Bajineni,"Mankind Movies, Pelicula 24 Motion Pictures",Sekhar Chandra,"Reyansh, Nitya Shetty, Ananya, Chicha Bonala"
Bullet Satyam,December,2021,Gopu Madhu,,Vinod Yajamanya,"Dev Raj Potturu, Chalaki Chanti, Vinod Kumar, Thakur Mona, Sonakshi Verma"
Skylab,December,2021,Vishvak Khanderao,"Byte Features, Nithya Menen Company",Prashanth Vihari,"Mahaboob Basha, Tanikella Bharani, Cricknowle, Satyadev Kancharana, Nithya Menen, Anusha Nuthula, Bhanu Prakash, Rahul Ramakrishna, Aripirala Satyaprasad, Meesam Suresh"
First Look,2021,2021,Subramanyam,,,
Djibouti,December,2021,S.J. Sinu,Nile and Blue Hill Motion Pictures,Deepak Dev,"Athira, Amith Chakalakkal, George, Jacob Gregory, Athira Harikumar, Shagun Jaswal, Alencier Ley Lopez, Rohit Maggu, Anjali Nair, Dileesh Pothan"
RGV Missing,2021,2021,"Adir Varma, Ram Gopal Varma",KV Productions,,"Gopal Krishna Akella, Keshav Deepak, Prawan Kalyan, Ram Gopal Varma"
Manavoori Pandavulu,December,2021,Saketh Vegi,,Naresh Rai,"Shiva Harish, Vinod Kumar, Sri Pallavi, Rajesh Surisetti"
Vikram,December,2021,Hari Chandan,,,
Detective Sathyabhama,December,2021,Navaneeth Chary,,,"Sonia Agarwal, Sanjana Choudhary, Kumar Sai Pampana, Sunitha Pandey, Pooja Poddar, Roboganesh, Ravi Varma, Sonakshi Verma"
Tablet,2021,2021,"Kamal R., Ram Gopal Varma",Spark,,
Lollipop,2021,2021,Harshan,,,
Puli Vachindi Meka Chachindi,October,2022,A. Sekhar Yadav,,Subhash Eshan,"Yogi Arthashastra, Anand Bharathi, SV Jaidev, Jayalalitha, T. Manu, Goverdhan Reddy, Niharika Reddy, P Varshha Sagar, Chitram Seenu"
Induvadana,January,2022,M. Srinivasa Raju,Sri Balaji Pictures,,
Aasha Encounter,January,2022,"Anand Chandra, Ram Gopal Varma",Anuraag Kancharla Productions,Dsr,"Sonia Akula, Sreedhar Rao Chennamaneni, Srikanth Iyengar, Praveen Raj, Sridhar Rao"
Uniki,January,2022,Rajkumar Bobby,Evergreen Entertainments,Rohith Peddapalli,"Chitra Shukla, Ashish Gandhi, Darbha Appaji Ambarisha, Tnr, Mahesh Achanta"
Atithi Devobhava,January,2022,Polimera Nageshwar,Srinivasa Cine Creations,Sekhar Chandra,"Aadi, Aadarsh Balakrishna, Raghu Kumar Karumanchi, Kamal Teja Narla, Nuveksha, Ravi Prakash, Naveena Reddy, Sapthagiri"
Bangarraju,January,2022,Kalyan Krishna,"Annapurna Studios, Zee Studios",Anup Rubens,"Nagarjuna Akkineni, Ramya Krishnan, Naga Chaitanya Akkineni, Krithi Shetty, Sampath Raj, Rao Ramesh, Brahmaji, Vennela Kishore, Chalapathi Rao, Annapoorna"
Rowdy Boys,January,2022,Sree Harsha Konuganti,"Dil Raju Production, Sri Venkateswara Creations",Devi Sri Prasad,"Darbha Appaji Ambarisha, Sejal Bhavsar, Srikanth Iyengar, Praneeth Reddy Kallem, Kiran Kumar, Tej Kurapati, Padmaja Lanka, Anupama Parameswaran, Krishna Penumarthi, Komalee Prasad"
Hero,January,2022,Sriram Adittya,Amara Raja Media and Entertainment,Ghibran,"Ashok Galla, Nidhhi Agerwal, Jagapathi Babu, V.K. Naresh, Archana Ananth, Vennela Kishore, Brahmaji, Satya, Ravi Kishan, Mime Gopi"
Half Stories,January,2022,Siva Kesanakurthi,Sri Vennela Creations,Koti,"Mahesh Achanta, Sampoornesh Babu, Koti, Rakendu Mouli, Naveena Reddy, Rajeev Saluri, Gemini Suresh, Tnr"
Good Luck Sakhi,January,2022,Nagesh Kukunoor,Worth A Shot Motion Arts,Devi Sri Prasad,"Keerthy Suresh, Aadhi, Jagapathi Babu, Ramaprabha, Rahul Ramakrishna, Raghu Babu, Mahaboob Basha, Gayatri Bhargavi, Bindu Chandramouli, Lalitha Shivangi Prakash Deshpande"
1945,January,2022,Sathyasiva,,Yuvan Shankar Raja,"Regina Cassandra, Rana Daggubati, Nassar, Sathyaraj, Shankarnag Vijayan"
Super Machi,January,2022,Puli Vasu,,S. Thaman,"Kalyaan Dhev, Mahesh Achanta, Ajay, Ananth, Badhram, Tanikella Bharani, Jogi Brothers, Rhea Chakraborty, Dhanraj, Vinni Mobstaz"
Veyi Subhamulu Kalugu Neeku,January,2022,Rathod Raams,Jaya Durgadevi Multimedia,Gyaani,"R.J. Hemant, Srikanth Iyengar, Duvvasi Mohan, Sivaji Raja, Vijay Raja, Satyam Rajesh, Jabardasth Appa Rao, Racha Ravi, Sayaji Shinde, Siddhiksha"
Pickpocket,January,2022,Divya Bandaru,Avanti Chitranaalayam,Smaran,"Shashank Raghavula, Sai Yogi, Pawon Ramesh, Jagadeesh Prathap Bandari, Ms. Vishnu"
Deyyamtho Sahajeevanam,January,2022,Natti Kumar,,Ravi Shankar,"RajeevSalur, NattiLaxmiKaruna, SupurnaMalakar, Hemanth, Babu Mohan, Shiva Karthik, Harishchandra, Snigdha, Backagaindancer"
Negative,January,2022,Bala Satish,,,
Dharmasthali,January,2022,Ramana Mogili,Rochisri Movies,Vinod Yajamanya,"Mani Bhattacharya, Pavani, Shakalaka Shankar, Sayaji Shinde, Sunny Singh"
Padmashri,January,2022,Patnaik,,John Potla,"Jyothi, Kishorkumar, Patnaik, Dr. Praveen, Harsha, Kanikakanna, Sandhyarani, Ramuya, Satishpatnaik, Kalicharan"
Overtake,January,2022,John Joseph,,Ronnie Raphael,"Vijay Babu, Anjali Nair, Parvati Nair, Deepak Parambol"
Drohi,January,2022,P. Nagul,,Ghantadi Krishna,"Benarjee, Harish Gouli, Twinkle Kapoor, Twinkle Kapoor, Amrutha Mandvikaryadi, Tejesh Veera"
Madam,January,2022,,,,
Varma Veedu Teda,January,2022,Natti Kumar,Kwity Entertainments,,"Natti Kranthi, Muskan Arora, Malakar, Chammak Chandra, Kedar Shankar, Backagaindancer"
Season of Innocence,January,2022,Uday Chauhan,Clown Pictures,,
Kavisamrat,January,2022,Savithcchandra,,,"Ananth, Backagaindancer, Krishna Manjusha C, Raj Kandukuri, Manjusha, Raakhiayyangar, Ramajogayya Sastry, L.B. Sriram, Swapna, Tnr"
Andharilanti Ammai Kadu,January,2022,Arjun Raghav,,,
Praamaadya: An Intoxication,January,2022,Ravi Teja Siripuram,,,
Dorakuna Ituvanti Seva,February,2022,RamachandraRagipindi,,Sai Karthik,"Saahas Pagadala, NavyaRaj, Vinkydhadbajan, Tnr, Nakhatra"
DJ Tillu,February,2022,Vimal Krishna,Sithara Entertainments,Sricharan Pakala,"Sidhu Jonnalagadda, Neha Shetty, Acharya Srikanth, Brahmaji, Pragathi, Prince Cecil, Narra Srinivas, Chandramogli Madem, Raja Ravindra, Letícia Leite"
Khiladi,February,2022,Ramesh Varma,"A Havish Production, A Studios, Pen Studios",Devi Sri Prasad,"Ravi Teja, Arjun Sarja, Unni Mukundan, Meenaakshi Chaudhary, Dimple Hayathi, Anasuya Bharadwaj, Rao Ramesh, Vennela Kishore, Murli Sharma, Mukesh Rishi"
Bheemla Nayak,February,2022,Saagar K Chandra,Sithara Entertainments,S. Thaman,"Pawan Kalyan, Rana Daggubati, Nithya Menen, Samyuktha Menon, Samuthirakani, Rao Ramesh, Murli Sharma, Raghu Babu, Tanikella Bharani, Teja Kakumanu"
That Is Mahalakshmi,February,2022,Prasanth Varma,"Medient Studios, Liger Commercial Brokers, Mediente International Films",Amit Trivedi,"Aram Arakelyan, Tamannaah Bhatia, Clifton Brown, Shibani Dandekar, Jeffrey Ho, Sidhu Jonnalagadda, C.V.L. Narasimha Rao, Guillermo Uria"
BhamaKalapam,February,2022,Abhimanyu Tadimeti,"Dream Farmers, SVCC Digital, Sri Venkateswara Cine Chitra",Justin Prabhakaran,"Priyamani, Kishore Kumar Polimera, John Vijay, Saranya Pradeep, Kishore, Pandiyan, MS Raaja, Shanthi Rao, Pradeep Rudra, Pammi Sai"
Sehari,February,2022,Gnanasagar Dwaraka,Virgo Pictures,Prashanth Vihari,"Anisha Alla, N. Balakrishna, Simran Choudhary, Abhinav Gomatam, Praneeth Reddy Kallem, Harsh Kanumilli, Nandu Vijay Krishna, Saluri Koteswara Rao, Anirudh Sameer, Snehaja Velidindi"
Son of India,February,2022,Diamond Ratna Babu,"24 Frames Factory, Sree Lakshmi Prasanna Pictures",Ilaiyaraaja,"Mohan Babu, Mohammad Ali, Tanikella Bharani, Bhavani Chowdary, Bandla Ganesh, Pragya Jaiswal, Rajeev Kanakala, Kavya, Vennela Kishore, Meena"
Niku Naku Pellanta Tom Tom Tom,February,2022,Manikanta Thalluri,,,
99 Murders,February,2022,Sinto Sunny,,,
Gully Gang,February,2022,"Vinay Tambireddy, T. Vinay Reddy",Movie Bees Media,Praveen Immadi,"Sameerdatta, Shivanya Meharara, Sudhiksha Jha, Mandala Vijaya Baskar, Daya Narsing, Muktevi Prakasarao, Sindhu, Ammulu, Mallikarjuna Sriramula, Balu Bramha"
Virgin Story,February,2022,Pradip Atluri,Ramalakshmi Cine Creations,Achu Rajamani,"Vikram Sahidev, Sowmika Pandiyan, Rishika Khanna, Vineeth Bhavisetty, Snehal Kamath, Anand Thakur, Jayasri Rachakonda, Abhijit Deshpande, Raghu Kumar Karumanchi, Jeeva"
Vishwak,February,2022,Venu Mulkala,Golden Duck Productions,SatyaSagar Pollam,"Ajay Kumar Kathurvar, Srikanth Kavuturi, Darbha Appaji Ambarisha, Likith Chennamaneni"
Kothala Rayudu,February,2022,Sudheer Raju,"A.S.K. Films, Venkataramana Movies",,"Akhil, Ananth, Rajsekhar Aningi, Anjaneyulu, Backagaindancer, Bhaskar, Chandramohan, Chitti, Dimple Chopade, Dhanraj"
Swa,February,2022,Manu Pv,,Karanam Sri Raghavendra,"Mahesh Yadlapalli, SwathiBheemireddy, YaswanthPendyala, Manik Reddy, SrinivasBhogireddy, Backagaindancer, Siddharth Gollapudi"
2020 Golmaal,February,2022,,,Kanishka,"AkshataSonawane, Brahmaji, Prince Cecil, Kislay Chaudhary, David, Utpal Dutt, Bindiya Goswami, Siddhu Jonnalagadda, Harish Magon, Mahi Malhotra"
Malli Modalaindi,February,2022,T.G. Keerthi Kumar,Red Cinemas,Anup Rubens,"Annapoorna, Naina Ganguly, Manjula Ghattamaneni, Vennela Kishore, Goldie Nissy, Krishna Murali Posani, Prudhviraj, Rajitha, Pavani Reddy, Varshini Sounderajan"
Athadu Ame Priyudu,February,2022,Veerendranath Yandamoori,,,"Benerjee, Syed Abid Bhushan, Kaushal Manda, Sunil, Maheswari Vaddi"
P3 Pataru Paalyam Prema Katha,February,2022,Dorairaj Vupati,J S Films,Balu Dhake,"Gowthami, Jyothi, Charan Kurugonda, Sri Manas, Sairaju, Sammohana"
Surabhi 70mm,February,2022,Gangadhara Advaitha,,Denis Nortan,"Chandrakanth Dutta, Anil Kumar, Vinod Kumar, Akshitha Srinivas, Ushanjali, Mahesh Yadlapalli"
Cherasaala,February,2022,RamPrakashGunnam,,Tameri Sankar,"Sreejith, RamPrakashGunnam, Nishkala, Kousalya, PallaviYogesh, RamyaPawar, Prudhvi Gannavarapu, PrakashAdda, DharahasaVarma, NanajiKarri"
3E,February,2022,Vishwanath Batchu,,,"Sagar Kiran, Sagar Kiran, NikhilThatiparthy, SagarKiran, Rahul, Tribuvan Reddy, Tribuvan Reddy, Bhagyashree, Lavanya, Shreya Rajmohan"
Bhala Chora Bhala,February,2022,,,,
Nene Nakshatra,February,2022,Sanga Kumar,Sanga Art Creations,,
Swathi Chinuku Sandhya Velalo,February,2022,Ravi Shankar Dishu,Kamadhenu Cine Creations,Santosh Kavala,"Rekha Boj, Rakesh Earne, Mahesh Kathi, Poornanand, Jabardasth Ram Prasad"
雙雄起義,March,2022,S.S. Rajamouli,DVV Entertainment,M.M. Keeravani,"N.T. Rama Rao Jr., Ram Charan, Ajay Devgn, Alia Bhatt, Olivia Morris, Shriya Saran, Ray Stevenson, Alison Doody, Samuthirakani, Chandra Sekhar"
#69 Samskar Colony,March,2022,"Suneel Kumar Reddy, Sunil Kumar Reddy",,Praveen Immadi,"Ajay, Ajay, Fm Babai, Badram, Bapiraju, Silpa Nayak, Ester Noronha, Rishwi Thimmaraju"
Aadavaallu Meeku Johaarlu,March,2022,Thirumala Kishore,Sri Lakshmi Venkateshwara Cinemas,Devi Sri Prasad,"Rashmika Mandanna, Vennela Kishore, Kalyani Natarajan, Sharwanand, Pradeep Singh Rawat, Radhika Sarathkumar, Satya, Rajshri Nair, Darbha Appaji Ambarisha, Jhansi"
Nathicharami,March,2022,Nagu Gavara,Shrilaxmi Enterprises,,
Bloody Mary,March,2022,Chandoo Mondeti,,Kaala Bhairava,"Ajay, Brahmaji, Rajkumar Kasireddy, Kireeti, Nivetha Pethuraj, Pammi Sai"
Director,March,2022,"Karthik Krishna, Kiran Ponnada",Vision Cinemaas,Sai Karthik,"Aishwarya Raj Bhakuni, Ashish Gandhi, Antra Raut, Mairina Singh"
Nallamala,March,2022,Ravi Charan,,Rohith Peddapalli,"Amit Tiwari, Nassar, Prabhakar, Ajay Ghosh, Tanikella Bharani, Bhanu Sri, Shawar Ali, Rajsekhar Aningi, Chalaki Chanti, Chatrapathi Sekhar"
Sebastian PC 524,March,2022,Balaji Sayyapu Reddy,"Elite Entertainments, Jyovitha Cinemas",Ghibran,"Kiran Abbavaram, Nuveksha, Komalee Prasad, Shivasara"
Stand Up Rahul,March,2022,Santo,"Dream Town Production, Highfive Pictures",Sweekar Agasthi,"Muskan Arora, Varsha Bollamma, Indraja, Vennela Kishore, Vivek Reddy, Murli Sharma, Raj Tarun"
Prema Kadanta,Mar,2022,Rakesh Sashi,,Achu Rajamani,"Aamani, Anu Emmanuel, Vennela Kishore, Allu Sirish, Sunil"
Nirvana,March,2022,Pavan Bandaru,Present Trend Production,,
Maa Kathalu,March,2022,Vijay Das Pendurty,Good Fellows Co. Ltd.,Sunny Sankaru,"Prem Dixit, Pooja Krishna, Konda Srinivas, Preethi Tiwari, Padmaja Varma"
Stri vs Samajham,March,2022,Bharat Yadav,,,
Sri Dharma Vaydudi Charitra,March,2022,Raja,,LaxmanSai,"Vijaybhaskar, Anusha, Prasana, Ashok Kumar, Anand Bharathi"
Tapana,April,2022,K. Venkatesh,,,"Dharan Naidu, Kavya Kirthi, Priya Gowda, Ravi Babu"
Acharya,April,2022,Koratala Siva,"Konidela Production Company, Matinee Entertainments",Mani Sharma,"Chiranjeevi, Ram Charan, Pooja Hegde, Sonu Sood, Jisshu Sengupta, Nassar, Vennela Kishore, Saurav Lokesh, Kishore Kumar G., Tanikella Bharani"
Mishan Impossible,April,2022,Swaroop Rsj,Matinee Entertainments,Mark K. Robin,"Taapsee Pannu, Jay Chandra, Bindu Chandramouli, Harsha Chemudu, Johnson D M, Surabhi Deepthi, Jayateertha, Viswanath Mandalika, Hareesh Peradi, Kishore Kumar Polimera"
Ghani,April,2022,Kiran Korrapati,"Allu Bobby Company, Renaissance Pictures",S. Thaman,"Varun Tej, Saiee Manjrekar, Jagapathi Babu, Upendra, Suniel Shetty, Naveen Chandra, Nadia Moidu, Tanikella Bharani, Rajiv Kumar Aneja, Darbha Appaji Ambarisha"
Katha Kanchiki Manam Intiki,April,2022,Chanakya Chinna,MP Arts,,"Poojitha Ponnada, Thrigun, Adith Arun, Sapthagiri, Getup Srinu, Shyamala, Surya, Ananth, Bharath, R.J. Hemant"
Reddy Garintlo Rowdyism,April,2022,Ramesh Gopi,Siri Movies,Mahit Narayan,"Ankitha, Vinod Kumar, Mirchi Madhavi, Pavani, Priyanka, Raman, Racha Ravi, Priyanka Rewri, Varsha Viswanath"
Bari,April,2022,Suresh Reddy Akkala,Sahana Arts,Mahavir,"Raju, Sahana, Arun, Kavita, Kittiah"
1996 Dharmapuri,April,2022,Jagath,Bhaskara Group of Media,Osho Venkat,"Tripura Nimmagadda, Aparna Devi, Janardhan, Janardhan, Naga Mahesh, Kalyan Shankar, Gagan Vihari, Gagaan Viharri"
Bommala Koluvu,April,2022,Subbu Vedula,,Praveen Lakkaraju,"Hrishikesh, Yasasree Ravella, Malavika Satheesan, Priyanka Sharma, Malhottra Shivam, Subbu Vedula, Vikranth Vedula"
Geometry Box,April,2022,Sainath Ponna,,Karthick Iyer,"Giribabu Devulapally, Lishi Ganesh, Mulavirat, Perraju, Swathi Policherla, Srinivas rao Poludasu, Lavanya Reddy, Meka Rukmini, Sattanna, Viplav"
Naalo Ninnu Dachaane,April,2022,Pasalapudi RamaReddy,,M.L. Raju,"Vikas, VikasRamaRaju, SV Reddy, Vineesha, SashiRaju, DurgaRao, BakkaRishi, Edukondalu, Vidya, KVR Reddy"
Korangi Nunchi,April,2022,K. Jayadev,National Film Development Corporation of India (NFDC),Vidyasagar,"Anandhi Ajay, Anirudh, Katta Anthony, Archana, Banerjee, Kowsalya Kowsi, Nagineedu, Prasanth Narayan, Anirudh Singh, Vikranth"
One by Two,April,2022,Shiva Eturi,,Leander Lee Marty,"AnandPandi, Sri Pallavi, Sai Kumar, Kasi Vishwanath, D.S. Rao"
Zinga,April,2022,Jaishankar Chigurula,Dream Big Studios,,"Sri Ram, Devan Sanjeev, Sir Priya, Kasu Naveen Kumar"
Sadgathi prapthirasthu,April,2022,Sudeer. Gokam,Varaaroha Studios,,
Siv Saagar's LIFT,April,2022,Siv Saagar,"Dhanvika Talkies, Naineetha Creations, Siv Sagar Cine Studios",S S Rajesh,"Vijay Bholenath, Preetha Ganguly, Surabhi Kakkar, Aakees Khan, Ravi Panabaka, Akhila Ram, Ranganath, Sandhya Rani, Aravind Rao, Sundeep"
Sarkaru Vaari Paata,May,2022,Parasuram,"14 Reels Plus, G. Mahesh Babu Entertainment, Mythri Movie Makers",S. Thaman,"Mahesh Babu, Keerthy Suresh, Samuthirakani, Nadia Moidu, Sowmya Menon, Vennela Kishore, Subbaraju, Ajay, Mahesh Manjrekar, Krishna Murali Posani"
F3: Fun and Frustration,May,2022,Anil Ravipudi,"Sri Venkateswara Creations, Goldmines Telefilms",Devi Sri Prasad,"Venkatesh Daggubati, Varun Tej, Tamannaah Bhatia, Mehreen Pirzada, Rajendra Prasad, Murli Sharma, Sunil, Sonal Chauhan, Vennela Kishore, Mohammad Ali"
Black,May,2022,G.B. Krishna,,Suresh Bobblli,"Aadi, Aamani, Chakrapani Ananda, Anil, Darshana Banik, Bul Bul, Pranav Chaganty, Chakri, Chintu, Siva Geddam"
Ashoka Vanamlo Arjuna Kalyanam,May,2022,Vidyasagar Chinta,"Dream Farmers, SVCC Digital, Sri Venkateswara Cine Chitra",Jay Krish,"Vishwak Sen, Rukshar Dhillon, Ritika Nayak, Ashok Selvan, Pawan Bolisetty, Vennela Kishore, Goparaju Ramana, Kedar Shankar, Vadlamani Srinivas, Vikram Veramaneni"
Iravatham,May,2022,Suhaas Meera,,Satya Kashyap,"Amardeep Chowdary, Arun Jaanu, Tanvi Negi, Ester Noronha, Sapthagiri"
Bhala Thandanana,May,2022,Chaitanya Dantuluri,,Mani Sharma,"Krishna Murali Posani, Sree Vishnu, Catherine Tresa, Ramachandra Raju, Garuda Ram, Srinivasa Reddy, Ravi Varma, Sandeep Sahu"
Dhagad Saamba,May,2022,N.R. Reddy,Praveena Creations,David G,"Sampoornesh Babu, Chalaki Chanti, Sheeva Rana, Fish Venkat, Sonakshi Verma"
Shekar,May,2022,Jeevitha,,Anup Rubens,"Rajasekhar, Shivani Rajashekar, Muskaan Khubchandani, Athmeeya Rajan, Abhinav Gomatam, Ravi Varma"
120db Dhwani,May,2022,"NagaDurgaRaoSana, Nani Sana",,Anand Nambiar,"VinayPanigrahi, SwathiMandi, TrinadhVarmaKalidindi, RavindraReddy, Bhavana Sagi, Dev, SureshGanti, Srinu, SaiKrishna, Kumar"
Life of 3,May,2022,Shashi Preetam,"CSG Productions, FMD Visica Films",Shashi Preetam,"Santosh Anantharaman, Snehal Kamath, Chinni Krishna, Haji Mohammed, Ajit Shukla, Vaishali, Prateek Varma, Soujanya Varma"
Degala Babji,May,2022,Venkat Chandra,,,
Muthayya,May,2022,Bhaskhar Maurya,"Fictionary Entertainment, Hylife Entertainments",Karthik Rodriguez,"Mounika Bomma, Purna Chandra, Arun Raj, Sudhakar Reddy"
Seethayanam,May,2022,Aaripaka Prabhakar,,Padmanav Bharadwaj,"Akshith Shashikumar, Anahita Bhooshan, Krishna Bhagavan, Madhunandan, Ajay Ghosh, Vidyullekha Raman, Bitthiri Sathi, Vikram Sharma, Gundu Sudharshan, Tnr"
Dhwani,May,2022,Nani Sana,,,"VinayPanigrahi, Swathi Mandadi, TrinadhVarmaKalidindi, RavindraReddy, Bhavana Sagi, GantiSuresh, Srinu, KrishnaSai, Kumar"
Ante Sundharaniki,June,2022,Vivek Athreya,Mythri Movie Makers,Vivek Sagar,"Nani, Nazriya Nazim, V.K. Naresh, Azhagam Perumal, Nadia Moidu, Tanvi Ram, Rohini, Venkatesh Maha, Harshavardhan, Anupama Parameswaran"
