name,date,year,director,prod,composer,cast_mem
Eedo Rakam Aado Rakam,April,2016,G. Nageswara Reddy,"A.K. Entertainments India, AK Entertainments",Sai Karthik,"Vishnu Manchu, Raj Tarun, Sonarika Bhadoria, Hebah Patel, Rajendra Prasad, Krishna Murali Posani, Ravi Babu, Abhimanyu Singh, Vennela Kishore, Thagubothu Ramesh"
Savitri,April,2016,Pavan Sadineni,Vision film Makers,Shravan Bharadwaj,"Ajay, Ravi Babu, Dhanya Balakrishna, Jeeva, Vennela Kishore, Madhunandan, Moin, Krishna Murali Posani, Nandita Raj, Satyam Rajesh"
Love Cheyyala Vadda,April,2016,S. Noushad,"GK Cinemas,",Gautham Danny,"Karteek Gopasana, Honey Jo, Kumar Sai Pampana, Priyanka Rathod, Swetaa Varma"
Attack,April,2016,Ram Gopal Varma,,,"Manoj Kumar Manchu, Jagapathi Babu, Prakash Raj, Surbhi, Poonam Kaur, Naveen Vadde, Narsing Yadav"
Dhana Dhan,April,2016,Shree,Blockbuster Movie makers,S. Thaman,"Charlie, Ramya Nambeeshan, Kota Srinivasa Rao, Vaibhav Reddy, Sayaji Shinde"
Raja Cheyyi Vesthe,April,2016,Pradeep Chilukuri,Vaarahi Chalana Chitram,Sai Karthik,"Ravi Varma, Gopal Krishna Akella, Srinivas Avasarala, Harsha Chemudu, Rajeev Kanakala, Raghu Kumar Karumanchi, Sanjay Krishna, Taraka Ratna Nandamuri, C.V.L. Narasimha Rao, Nara Rohith"
7 TO 4,April,2016,Vijay Shekar Sankranthi,Milk Movies,,
Aame Yevaru,April,2016,Ramesh Muguda,,,
Bhadram Be Careful Brotheru,April,2016,Rajesh Puli,Sai Venkat Entertainment,,
Art at Heart,April,2016,Yennengee,Yennengee Motion Pictures,,
Brahmotsavam,May,2016,Srikanth Addala,"G. Mahesh Babu Entertainment, PVP Cinema",Mickey J. Meyer,"Mahesh Babu, Kajal Aggarwal, Samantha Ruth Prabhu, Pranitha Subhash, Sathyaraj, Sayaji Shinde, Tanikella Bharani, Jayasudha, Pavani Gangireddy, Avantika"
Supreme,May,2016,Anil Ravipudi,Sri Venkateswara Creations,Sai Kartheek,"Sai Dharam Tej, Raashi Khanna, Rajendra Prasad, Ravi Kishan, Sai Kumar, Krishna Murali Posani, Srinivasa Reddy, Murali Mohan, Kabir Duhan Singh, Vennela Kishore"
Show Time,May,2016,S.S. Kanchi,,,
Born Behind Bars,May,2016,Malati Rao,Government of India Films Division,,
Vinodam 100%,May,2016,Sriram Murthy,,Subhash Anand,"Ashwini, Sampoornesh Babu, Vijay Bharath, Kanchana, Krishna Murali Posani, Ballireddy Prudhviraj, Satyam Rajesh, Thagubothu Ramesh, Jayaprakash Reddy"
Gentleman,June,2016,,Sridevi Movies,Mani Sharma,"Nani, Surbhi, Nivetha Thomas, Vennela Kishore, Tanikella Bharani, Rohini, Satyam Rajesh, Ramaprabha, Sreemukhi, Srinivas Avasarala"
A Aa,June,2016,Trivikram Srinivas,Haarika & Hassine Creations,Mickey J. Meyer,"Nithiin, Samantha Ruth Prabhu, Anupama Parameswaran, Nadia Moidu, V.K. Naresh, Rao Ramesh, Srinivas Avasarala, Ananya, Krishna Murali Posani, Srinivasa Reddy"
Okka Ammayi Thappa,June,2016,Rajasimha Tadinada,,Mickey J. Meyer,"Sundeep Kishan, Nithya Menen, Ravi Kishan, Mohammad Ali, Ajay, Bhadram, Saptha Giri, Thagubothu Ramesh, Meesam Suresh, Prudhviraj"
Oka Manasu,June,2016,G. Ramaraju,"Madhura Entertainment, TV 9",,
Guppedantha Prema,June,2016,Vinod Lingala,,Navneeth Sundar,"Sai Ronak, Aditi Singh, Aishwarya, Abhilash, Noel Sean, Naveen Neni, Shraddhha Pancholie"
Meeku Meere Maaku Meeme,June,2016,Hussain Sha Kiran,,Shravan Bharadwaj,"Tarun Shetty, Avantika Mishra, Kireeti, Jenny Honey, Bharan Kumar, Swaraj Rebbapragada, Ravi Varma"
Kundanapu Bomma,June,2016,Vara Mullapoodi,Magnus Cineprime,,
Right Right,June,2016,J.B. Murali Krishna,,J.B.,"Sumanth Ashwin, Prabhakar, Pooja Jhaveri, Karuna Bhushan, Dhanraj, Pavani Gangireddy, Jeeva, Nassar, Rajyalakshmi, Thagubothu Ramesh"
Control 'C',June,2016,,,,
Pakka Plan,June,2016,,Sri Lakshmi Venkateswara Pictures,,
Thuhire Meri Jaan,June,2016,,,,
Pelli Choopulu,July,2016,Tharun Bhascker Dhaassyam,"Dharmapath Creations, Big Ben Cinemas, Vinoothna Geetha",Vivek Sagar,"Abhay Bethiganti, Keshav Deepak, Vijay Deverakonda, Anish Kuruvilla, Padmaja Lanka, Gururaj Manepalli, Priyadarshi Pulikonda, Kedar Shankar, Sawkar Siddhanth, Sujatha"
Arddhanaari,July,2016,Bhanushanker Chowdary,,Ravi Varma,"Krishna Madupu, Srinivas Govind, Harikrishna, Jyoti, Mirchi Madhavi, Mouryaani, Relangi Jr., Gharshan Sreenivasan, Arjun Yajath"
21,July,2016,Jaishankar Chigurula,,Abhishek Walimbe,"Viswa Kamal, Dileep Kumar Kandula, Naveen Maryada, Vindhya Yadav"
Jakkanna,July,2016,Krishna Akella,,,"Master Atharvan, Chaitanya, Harsha Chemudu, Mannara Chopra, Venu Gopal, Gururaj, Jagadeshwari, Raghu Kumar Karumanchi, Rajya Lakshmi, Master Likith"
Brahmana,July,2016,Srinivas Raju,Sri Taraka Rama Pictures,Mani Sharma,"Saloni Aswani, Avinash, Sihi Kahi Chandru, Makrand Deshpande, Doddanna, Ragini Dwivedi, Sadhu Kokila, Sharath Lohitashwa, P. Ravi Shankar, Upendra"
Selfie Raja,July,2016,G. Eshwar Reddy,"A.K. Entertainments India, AK Entertainments",Sai Karthik,"Ravi Babu, Sakshi Chaudhary, Allari Naresh, Prudhviraj, Thagubothu Ramesh, Kamna Ranawat, Racha Ravi, Balli Reddy"
Titanic,July,2016,Raja Vamsee,,Vinod Yajamanya,"Raghu Babu, Yamini Bhaskar, Prudhviraj, Rajeev Saluri"
Iddaram,July,2016,Sudhakar Vinukonda,,,
Antham,July,2016,Gssp Kalyan,,,
Panileni Puli Raju,July,2016,,Viu,,
Kaalahasthi,July,2016,K. Raghavendra Rao,,,
Chuttalabbayi,August,2016,Veerabhadram,SRT Entertainments,S. Thaman,"Aadi, John Kokken, Vamsi Krishna, Sai Kumar, Yamini Malhotra, Namitha Pramod, Prudhviraj, Racha Ravi, Sudharshan"
Manamantha,August,2016,Chandra Sekhar Yeleti,Vaarahi Chalana Chitram,Mahesh Shankar,"Mohanlal, Gautami, Viswant Duddumpudi, Raina Rao, Avantika, Anisha Ambrose, Darbha Appaji Ambarisha, P. Balachandran, Bikshu, Brahmaji"
Aatadukundam Raa,August,2016,G. Nageswara Reddy,Annapurna Studios,Anup Rubens,"Sushanth, Sonam Bajwa, Anand, Murli Sharma, Krishna Murali Posani, Brahmanandam, Gopal Krishna Akella, Akhil Akkineni, Naga Chaitanya Akkineni, Ananth Babu"
Babu Bangaram,August,2016,Maruthi Dasari,,Ghibran,"Venkatesh Daggubati, Nayanthara, Sampath Raj, Krishna Murali Posani, Brahmanandam, Murli Sharma, V. Jayaprakash, Vennela Kishore, Brahmaji, Rajitha"
Thikka,August,2016,Sunil K. Reddy,Sri Venkateswara Movie Makers,S. Thaman,"Sai Dharam Tej, Larissa Bonesi, Rajendra Prasad, Mannara Chopra, Thagubothu Ramesh, Vennela Kishore, Harshavardhan, Sapthagiri, Mohammad Ali, Gurbani"
Chocobar,August,2016,Ram Gopal Varma,,,
Aakasamantha Prema,August,2016,Nithish Karingula,,,
Avasaraniko Abaddam,August,2016,K.V. Suresh,,Sai Kartheek,"Geethanjali, Lokesh, Rajesh, Shashank"
Banthi Poola Janaki,August,2016,Nellutla Praveen Chander,,Bhole,"Chammak Chandra, Dhanraj, Deeksha Panth, Siva Y. Prasad, Rocket Raghava, Bharath Reddy, Shakalaka Shankar, Sudigali Sudheer"
Sivagami,August,2016,Raghavendra K. Gollahalli,Tulsi Films,Thyagraj M.S.,"Manish Arya, Priyanka Rao, Suhasini, Baby Suhasini"
Marala Telupana Priya,August,2016,Vani Kosaraju,,,"Prince Cecil, Sujo Mathew, Vyoma Nandi, Kumar Sai Pampana, Ravi Varma"
Vetapalem,August,2016,Ganesh Muthyala,Honey Prani Films,,
My Son Superman,August,2016,,,,
Kumari Mallika,August,2016,Oscar Krishna,,,
We,August,2016,Sheraz Mehdi,,Sheraz Mehdi,"Alysha, Sheraz Mehdi, Lova Rajesh, Suman"
Hyper,September,2016,Santosh Srinivas,14 Reels Entertainment,Ghibran,"Ram Pothineni, Raashi Khanna, Sathyaraj, Rao Ramesh, Murli Sharma, V.K. Naresh, Tulasi, Sayaji Shinde, Suman, Krishna Murali Posani"
Majnu,September,2016,Virinchi Varma,"Anandi Art Creations, Keva Movies",Gopi Sundar,"Nani, Riya Suman, Anu Emmanuel, Priya Shri, Keshav Deepak, Vennela Kishore, Naga Mahesh, Bhawan Manish, Krishna Murali Posani, S.S. Rajamouli"
Janatha Garage,September,2016,Koratala Siva,Mythri Movie Makers,Devi Sri Prasad,"N.T. Rama Rao Jr., Mohanlal, Samantha Ruth Prabhu, Nithya Menen, Kajal Aggarwal, Unni Mukundan, Ajay, Suresh, Saikumar, Devayani"
Siddhartha,September,2016,Dayanand Reddy,Ramadhootha Creations,Mani Sharma,"Ajay, Sakshi Chaudhary, Randhir Gatla, Nagineedu, Sagar R.K. Naidu, Sagar Rk Naidu, Ragini, Satyam Rajesh, Thagubothu Ramesh, Sana"
Nirmala Convent,September,2016,G.N.K. Rao,,,"Nagarjuna Akkineni, Indu Anand, Bhargavi, Jogi Brothers, Chandrahasa, Chitti, Anitha Chowdhary, Roshan Kanakala, Satya Krishnan, Prasanna Kumar"
Jyo Achyutananda,September,2016,Srinivas Avasarala,Vaarahi Chalana Chitram,Kalyana Ramana,"Nara Rohith, Naga Shaurya, Regina Cassandra, Tanikella Bharani, Pavani Gangireddy, R.J. Hemant, Ashok Kumar, Nani, Rajeswari Pamidighantam, Sanjay Reddy"
Wish You Happy Breakup,September,2016,Kiran Rao Paruvella,Fair Shake Films,Paragg Chhabra,"Ravi Kamath, Udai Kiran, Kirthi Kumar, Tejaswi Madivada, Devaa Malishetty, Sreyesh Nimmagadda, Maniikanta Sunni, Swetaa Varma"
Charuseela,September,2016,Srinivas Reddy Vuyyuru,,,
Simple Love Story (Love Romance Carreer),September,2016,M. Ravi Varma,,,
Pagulu,September,2016,Logesh Dorairaj,,Logesh Dorairaj,"Anthony Andrade, Kal Bernhardt, Grycelda Berry, Ravi Teja Chirala, Lora Chuang, Lulu DeBoer, Bart Tim Horn, Jenna Joseph, Balamurugan Mayippan, Kishore Kumar Raju"
Mister 420,September,2016,,,,"Raghu Kumar Karumanchi, Kumar Sai Pampana, Varun Sandesh, Sayaji Shinde"
Mental,September,2016,Bujji K.,,,"Brahmanandam, Mumait Khan, Rachana Maurya, Aksha Pardasany, Krishna Murali Posani, Kota Srinivasa Rao, Meka Srikanth, Suhasini"
Full Gurantee,September,2016,Ramakrishna Botsa,Niharika Movies,,
Kalaya Tasmai Namaha,September,2016,Rockeshh Reddy,,Ramnarayan,"RekhaBoj, Rekha Boj, Sanju, Satish, Naresh, Yuga"
The Puppeteers,September,2016,"Ajit Nag, Amarnath Sandipamu","Chitralekha Studios, Government of Telangana",,
Mental Police,September,2016,Karanam P. Babji,,Sai Karthik,"Brahmanandam, Mumait Khan, Aksha Pardasany, Rajshri Ponnappa, Meka Srikanth, Suhasini"
Rekka,October,2016,Rathina Shiva,Common Man,D. Imman,"Vijay Sethupathi, Lakshmi Menon, Sija Rose, Harish Uthaman, Kishore Kumar G., Kabir Duhan Singh, Sathish Krishnan, K.S. Ravikumar, Sriranjani, Meera Krishnan"
Ism,October,2016,Puri Jagannadh,NTR Arts,Anup Rubens,"Nandamuri Kalyan Ram, Aditi Arya, Jagapathi Babu, Tanikella Bharani, Ajay Ghosh, Vasanth Kalyan, Vennela Kishore, Vinni Mobstaz, Krishna Murali Posani, Easwari Rao"
Abhinetri,October,2016,A.L. Vijay,"Kona Film Corporation, MVV Cinema",,"Tamannaah Bhatia, Prabhu Deva, Amy Jackson, Ravi Khanna, Murli Sharma, Sonu Sood"
Premam,October,2016,Chandoo Mondeti,Sithara Entertainments,Rajesh Murugesan,"Naga Chaitanya Akkineni, Shruti Haasan, Madonna Sebastian, Anupama Parameswaran, Chaitanya Krishna, Praveen, Jeeva, Avantika, Nagarjuna Akkineni, Joy Badlani"
L7,October,2016,Mukund Pandey,Rahul Movie Makers,,"Ajay, Baby Akshara, Bhavana Baratwal, Bul Bul, Eesha, Eswarappa, Pooja Jhaveri, Keerthi, Kesha Khambhati, Vennela Kishore"
Eedu Gold Ehe,October,2016,Veeru Potla,A.K. Entertainments India,Mahati Swara Sagar,"Ananth, Puneet Issar, Jayasudha, Vennela Kishore, V.K. Naresh, Richa Panai, Krishna Murali Posani, Prudhviraj, Sushma Raj, Raja Ravindra"
Thanu Vachenanta,October,2016,Kacharla Venkat,,Ravi Chandra,"Dhanya Balakrishna, Chalaki Chanti, Rashmi Gautam, Teja Kakumanu, Fish Venkat"
Nandini Nursing Home,October,2016,P.V. Giri,,,
Shankara,October,2016,Thathineni Satya Prakash,Sri Leela Movies,Sai Karthik,"Nara Rohith, Regina Cassandra, John Vijay, Hazel Croney, Rajeev Kanakala, M.S. Narayana, Neelya, Pragathi, Aahuthi Prasad, Karan Viijay"
Ram NRI,October,2016,,,Sravan Bharadwaj,"Venkat Chalapathy, Jayavani, Joginaidu, Sita Narayan, Ali Reza, Ravi Varma, Ravi Varma, Vijayachander"
Chal Chal Gurram,October,2016,Mohan Prasad,,,"Banerjee, Harsha Chemudu, Deeksha Panth, Chitram Srinu"
Ekkadiki Pothavu Chinnavada,November,2016,Vi Anand,Meghana Arts,Sekhar Chandra,"Nikhil Siddharth, Hebah Patel, Nandita Shwetha, Avika Gor, Tanikella Bharani, Vennela Kishore, Thagubothu Ramesh, Mahesh Achanta, Annapoorna, Chammak Chandra"
Saahasam Swaasaga Saagipo,November,2016,Gautham Vasudev Menon,"Dwaraka Creations, Ondraga Entertainment",A.R. Rahman,"Naga Chaitanya Akkineni, Manjima Mohan, Baba Sehgal, Rakendu Mouli, Daniel Balaji, Sathish Krishnan, Gautham Vasudev Menon, Krrish Menon, Nagineedu, Samragni Rajan"
Jayammu Nischayammuu Raa,November,2016,"Shiva Raj Kanumuri, M.Summanth",,Ravichandra,"Ravi Varma, Krishna Murali Posani, Rahul Ramakrishna, Srinivasa Reddy, Meesam Suresh, Sree Vishnu"
Naruda Donaruda,November,2016,Mallik Ram,,Sricharan Pakala,"Sumanth, Tanikella Bharani, Sri Lakshmi, Sunkara Lakshmi, Pallavi Subhash Shirke"
Aavu Puli Madhyalo Prabhas Pelli,November,2016,"Sam J. Chaitanya, Nagaram Suneel",,Kavi Shankar,"Bhanusiri, Ashwini Chandrashekar, Prabhkar, A. Raviteja"
Manalo Okkadu,November,2016,R.P. Patnaik,,R.P. Patnaik,"Sarath Babu, Vijay Das, Sai Kumar, Nassar, R.P. Patnaik, Gollapudi Maruthi Rao, Raja Ravindra, Anita Hassanandani Reddy, Jayaprakash Reddy, Sreemukhi"
Zindagi,November,2016,Dayakar Reddy,Daya Pictures,,
Prema Sameeralu,November,2016,Kiran B,Greenchili Studio,,
Dhruva,December,2016,Surender Reddy,Geetha Arts,Hiphop Tamizha Adhi,"Ram Charan, Arvind Swamy, Rakul Preet Singh, Navdeep, Krishna Murali Posani, Sayaji Shinde, Abhinaya, Nassar, Farah Karimaee, Ali Reza"
Vangaveeti,December,2016,Ram Gopal Varma,Ramadhootha Creations,Ashish Ali,"Ram Gopal Varma, Naina Ganguly, Rama Rao Jadhav, Shivakumar Ramachandravarapu, Sandeep Madhav, Nanda Gopal, Pragya, Sharma, Swarnakanth, Shritej"
Pitta Goda,December,2016,Anudeep K.V.,Sunshine Cinemas,,
Appatlo Okadundevadu,December,2016,Saagar K Chandra,Aran Media Works,Sai Karthik,"Nara Rohith, Sree Vishnu, Tanya Hope, Sasha Singh, Ajay, Darbha Appaji Ambarisha, Brahmaji, Manasa Himavarsha, Jeeva, Rajeev Kanakala"
Intlo Dayyam Nakemi Bhayam,December,2016,G. Nageswara Reddy,,Sai Karthik,"Allari Naresh, Kruthika, Brahmanandam, Rajendra Prasad, Jayaprakash Reddy, Shakalaka Shankar, Prabhas Sreenu, Ananth, Pragathi, Sana"
Saptagiri Express,December,2016,Arun Pawar,Sai Celluloid Cinematic Creations,Vijay Bulganin,"Sapthagiri, Roshini Prakash, Mohammad Ali, Shakalaka Shankar, Krishna Murali Posani, Sayaji Shinde, Ajay Ghosh, Mahesh Achanta, Ashok, Ballari Babu"
Trivikraman,December,2016,,,Runki Goswami,"Ravi Babu, Chalaki Chanti, Neha Deshpande, Dhanraj, Nagendra Babu, Tummalapalli Rama Satyanarayana, Srinivas, Gehana Vasisth"
Plus One +1,December,2016,"Alahari, Alahari",Sucheta DreamWorks Productions,Jayasurya,"Saahil Sehgal, Arti Puri, Thagubothu Ramesh, Poornima Jayaram, Teja Reddy"
Naanna Nenu Naa Boyfriends,December,2016,Bhaskar Bandi,Lucky Media,Sekhar Chandra,"Mahesh Achanta, Ashwin Babu, Krishna Bhagavan, Chammak Chandra, Dhanraj, Thotapalli Madhu, Tejaswi Madivada, Parvateesam, Hebah Patel, Rao Ramesh"
Meelo Evaru Koteeswarudu,December,2016,E. Satthi Babu,"Sri Sathya Sai Arts, Sri Sathya Sai Movies",Sri Vasanth,"Saloni Aswani, Naveen Chandra, Palamuru Devaraj, Pruthvi, Jayaprakash Reddy, Shruti Sodhi, Meesam Suresh"
Araku Road Lo,December,2016,Wassudev,,Rahul Raj,"Vijay Bholenath, Nikesha Patel, Ballireddy Prudhviraj, Kovai Sarala, Sai Ram Shankar, Abhimanyu Singh"
In the Quest of Vertical Lips,December,2016,Ravikiran Venkata,,,"Mohan Bhagat, Harshavardhana, Meghana, Padmarao, Venkata Maheshwar Reddy"
Band Baaja,December,2016,Nagesh Naradasi,,,
Nenosta,December,2016,Parand Kalyan,Rising Dreams Productions,,"Priyanka Pallavi, Gnan Prakash, Surya Srinivas, Surya Srinivas"
Karam Dosa,Dec,2016,Gajulapalli Trivikram,Veenaa Vedika Productions Private Limited,Siddarth Watkins,"Shivakumar Ramachandravarapu, Raghunadh Eswar Reddy, Surya Srinivas, Surya Srinivas, Kasi Vishwanath"
Nimmakaayalu,December,2016,A.V.K. Prasanth Babu,,,
Shatamanam Bhavati,January,2017,Satish Vegesna,Sri Venkateswara Creations,Mickey J. Meyer,"Sharwanand, Anupama Parameswaran, Prakash Raj, Jayasudha, Indraja, Raja Ravindra, Himaja, Ravi Prakash, Praveen, Prabhas Sreenu"
Khaidi No. 150,January,2017,V.V. Vinayak,"Konidela Production Company, Lyca Productions",Devi Sri Prasad,"Chiranjeevi, Kajal Aggarwal, Tarun Arora, Mohammad Ali, Mahesh Achanta, Raghu Babu, Brahmanandam, Ram Charan, Rudranil Ghosh, Raghu Kumar Karumanchi"
Gautamiputra Satakarni,January,2017,Radha Krishna Jagarlamudi,"First Frame Entertainment, Sarke Studio",Chirantan Bhatt,"Nandamuri Balakrishna, Hema Malini, Shriya Saran, Kabir Bedi, Tanikella Bharani, David Blazejko, Snehith Chowdary, Milind Gunaji, David Manucharov, Harsha Krishna Murthy"
Inkenti Nuvve Cheppu,January,2017,Shiva Sri,,Vikas Kurimella,"Prash, Suman, Hema, Madhunandan, Saikumar Babloo, Divi Prasanna, Fish Venkat"
Luck Unnodu,January,2017,Raaja Kiran,MVV Cinema,Praveen Lakkaraju,"Vishnu Manchu, Hansika Motwani, M.V.V. Satyanarayana, Vennela Kishore, Tanikella Bharani, Raghu Babu, V. Jayaprakash, Krishna Murali Posani, Suresh, Satyam Rajesh"
Padamati Sandhya Ragam London Lo,January,2017,Vamshi Muniganti,"Ganesh Creations, Ganesh Creations",Kesava Kiran,"Mirabel Stuart, Yorgo Glynatsis, Shahela Rani, Chaitu Shantharam"
Head Constable Venkataramaiah,January,2017,Chadalavada Srinivasa Rao,Sri Tirumala Tirupathi Venkateswara Films,,"Jayasudha, R. Narayana Murthy, Sunil Sharma, Sunil Sharma"
Ye Rojaithy Chusaano,January,2017,Bala,,,
Premalekha Raasa,January,2017,Kulasekhar,,,
B Tech Love Story,January,2017,D. Yella Reddy,Induja Creations,Chinni Charan,"Ramesh Babu, Krishnudu, Gehana Vasisth, Narsing Yadav"
Evaro Tanevaro,January,2017,Babji,,,
Om Namo Venkatesaya,February,2017,K. Raghavendra Rao,Sai Krupa Entertainment,M.M. Keeravani,"Nagarjuna Akkineni, Saurabh Raj Jain, Anushka Shetty, Jagapathi Babu, Pragya Jaiswal, Vimala Raman, Rao Ramesh, Brahmanandam, Raghu Babu, Vennela Kishore"
Nenu Local,February,2017,Trinadha Rao Nakkina,Sri Venkateswara Creations,Devi Sri Prasad,"Nani, Keerthy Suresh, Naveen Chandra, Sachin Khedekar, Tulasi, Rao Ramesh, Krishna Murali Posani, Raghu Babu, Rajitha, Vennela Kishore"
Winner,February,2017,Gopichand Malineni,"Light House Movie Makers, Sri Lakshmi Narasimha Productions",S. Thaman,"Sai Dharam Tej, Rakul Preet Singh, Jagapathi Babu, Adarsh, Sonia Agarwal, Mohammad Ali, Apoorva, Raghu Babu, Anasuya Bharadwaj, Master Charith"
Touch Me Not,February,2017,,,,
Katamarayudu,March,2017,Kishore Kumar Pardasani,Northstar Entertainment,Anup Rubens,"Pawan Kalyan, Shruti Haasan, Ajay, Rao Ramesh, Mohammad Ali, Kamal Kamaraju, Siva Balaji, Tarun Arora, Nassar, Chaitanya Krishna"
Guru,March,2017,"Gagan Bhullar, Sudha Kongara",Y Not Studios,Santhosh Narayanan,"Venkatesh Daggubati, Ritika Singh, Mumtaz Sorcar, Nassar, Zakir Hussain, Tanikella Bharani, Raghu Babu, Bipin, Anitha Chowdary, Ananth"
Dwaraka,March,2017,Srinivasa Ravindra,Legend Cinema,Sai Karthik,"Vijay Deverakonda, Pooja Jhaveri, Prakash Raj, Prudhviraj, Murli Sharma, Vajja Venkata Giridhar, Niharica Raizada, Abilasha, Amar, Annapoorna"
Chitrangada,March,2017,Ashok G.,,,"Mahesh Achanta, Rajsekhar Aningi, Anjali, Arjan Bajwa, Swathi Deekshith"
Kittu Unnadu Jagratha,March,2017,Vamsee,,,"Raj Tarun, Anu Emmanuel, Arbaaz Khan, Nagendra Babu, Raghu Babu, Maniissh Karma, Raghu Kumar Karumanchi, Vennela Kishore, Hamsa Nandini, Prabhakar"
Lakshmi Bomb,March,2017,Karthikeya Gopalakrishna,Udbhav Productions,Sunil Kashyap,"Lakshmi Manchu, Prabhakar, Krishna Murali Posani, Hema, Bharath Reddy, Jeeva, Subbaraya Sarma, Chaitanya Solankar, Amit Tiwari"
Gunturodu,March,2017,S.K. Satya,Claps & Whistles Entertainments,DJ Vasanth,"Manoj Kumar Manchu, Pragya Jaiswal, Rajendra Prasad, Sampath Raj, Palamuru Devaraj, Praveen, Pruthvi, Rao Ramesh, Kota Srinivasa Rao, Raja Ravindra"
Maa Abbayi,March,2017,Kumar Vatti,,,
Happy Birthday,March,2017,Veerareddy,Sree Nandan Movies,,"Sreedhar Rao Chennamaneni, Sanjjanaa Galrani, Jyoti Sethi, Chennamaneni Sridhar"
Aakatayi,March,2017,Rom Bhimana,"MKA Films, VKA Films",Mani Sharma,"Aashish Raj Bidkikar, Rukshar Dhillon, Pradeep Singh Rawat, Suman, Ramki, Brahmanandam, Ajay Ghosh, Ameesha Patel, Krishna Murali Posani, Raasi"
Baba Sathya Sai,March,2017,Kodi Ramakrishna,,Ilaiyaraaja,"Sreejith Vijay, Jaya Prada, Sarath Babu, Anushka Shetty, Gayathri Ravisankar"
Nenorakam,March,2017,Sudershan Salendra,WIBHA Entertainments,,
Pichiga Nachav,March,2017,V. Sasibhushan,,,"Nagendra Babu, Ananda Krishna Nandu, Karunya Ram, Sanjeev, Chetana Uttej"
巴霍巴利王：磅礡終章,June,2017,S.S. Rajamouli,Arka Mediaworks,M.M. Keeravani,"Prabhas, Rana Daggubati, Anushka Shetty, Sathyaraj, Ramya Krishnan, Tamannaah Bhatia, Nassar, Subbaraju, Meka Rama Krishna, Rajsekhar Aningi"
Mister,April,2017,Sreenu Vaitla,"Light House Movie Makers, Sri Lakshmi Narasimha Productions",Mickey J. Meyer,"Varun Tej, Lavanya Tripathi, Hebah Patel, Abhay, Anand, Raghu Babu, Banerjee, Abhay Bethiganti, Bhadram, Bhandhavi"
Lanka,April,2017,Srimuni,Rolling Rocks Entertainments,,"Raasi, Sai Ronak, Ena Saha, Satya Akkala, Satyam Rajesh, V. Ravikumar, Shiju, Leena Sidhu, Supreet"
Saranam Gacchami,April,2017,Prem Raj,Bommaku Creations,Ravi Kalyan,"Satya Krishnan, Krishna Murali Posani, Tanishq Rajan, Jayaprakash Reddy, Naveen Sanjay, Subbaraya Sarma, Sudha, Fish Venkat, Kasi Vishwanath"
Nuvvu Nenu Osey Orey,April,2017,,,Suman Jupudi,"Ashwini, Arjun Mahi, Ballireddy Prudhviraj, Jabardasth Appa Rao, Kedar Shankar"
Dhada puttistha,April,2017,Harish E,,,
Babu Baga Busy,May,2017,Naveen Medaram,,Sunil Kashyap,"Annapoorna, Anusha, Diksha Arora, Avantika, Srinivas Avasarala, Supriya Aysola, Adarsh Balakrishna, Tanikella Bharani, Bhavya, Mishti Chakravarty"
Rarandoi Veduka Chudham,May,2017,Kalyan Krishna,Annapurna Studios,Devi Sri Prasad,"Avantika, Rakul Preet Singh, Naga Chaitanya Akkineni, Vennela Kishore, Jagapathi Babu, Sampath Raj, Pruthvi, Surekha Vani, Irshad, Mahesh Achanta"
Idi Maa Prema Katha,May,2017,Vishwanath Ayodhya Karthik,"Matsya Creations, PLK Productions",,"Meghana Lokesh, Priyadarshi Pulikonda, Anchor Ravi, Prabhas Sreenu, Getup Srinu, Surya, Tulasi"
Keshava,May,2017,Sudheer Varma,,Sunny M.R.,"Nikhil Siddharth, Ritu Varma, Isha Koppikar, Ajay, Brahmaji, Jeeva, Vennela Kishore, Madhunandan, Ravi Prakash, Priyadarshi Pulikonda"
Sriramudinta Srikrishnudanta,May,2017,Naresh Penta,Gayatry Productions,Naresh Penta,"Geethanjanli, Gowthamraju, Madhumani Naidu, Ramaraju, Madhusudhan Rao, Deepthi Setty, Sekhar Varma"
Deyyama Mazaka,May,2017,Sampath Raj,Bhimavaram Talkies,Navaneeth Chary,"Akhil, Meghana, Naveen, Niharika"
O Pilla Nee Valla,May,2017,Kishore Kumar Reddy Sonti,,,"Chaitanya Krishna, Dolly Sha, Monika Singh, Surya Srinivas"
Radha,May,2017,Chandra Mohan Chintada,Sri Venkateswara Cine Chitra,Radhan,"Sharwanand, Lavanya Tripathi, Aksha Pardasany, Mahesh Achanta, Mohammad Ali, Tanikella Bharani, Brahmaji, Mukhtar Khan, Ravi Kishan, Duvvasi Mohan"
Mixture Potlam,May,2017,Satish Kumar M.V.,,Suresh Chandra,"Mohammad Ali, Bhanuchander, Jayanth, Srikanth Kavuturi, Krishna Murali Posani, Shweta Basu Prasad, Suman, Fish Venkat"
Rakshaka Bhatudu,May,2017,,Sukhibhava Movies,,"Brahmaji, Brahmanandam, Richa Panai, Prabhakar, Sapthagiri, Chitram Seenu, Sunil"
Naa Seetha MahaLaxmi,May,2017,Raj Kumar,,,
